,superkingdom,phylum,clade,class,order,family,genus,species,strain,taxon
Proteobacteria_10271,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1763,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_1765,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_1773,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_2289,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2307,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2350,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2427,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2463,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2589,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2727,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_2904,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Acidobacteria_15,Bacteria,Acidobacteria,,Blastocatellia,,,Chloracidobacterium,,,Chloracidobacterium
Actinobacteria_2681,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,,,,Candidatus Nanopelagicaceae
Actinobacteria_402,Bacteria,Actinobacteria,Terrabacteria group,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter coccineus,Ilumatobacter coccineus YM16-304,Ilumatobacter coccineus YM16-304
Bacteroidetes_170,Bacteria,Bacteroidetes,FCB group,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis,Niastella koreensis GR20-10,Niastella koreensis GR20-10
Chlamydiae_71,Bacteria,Chlamydiae,PVC group,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,Candidatus Rhabdochlamydia sp. W744,,Candidatus Rhabdochlamydia sp. W744
Chloroflexi_12,Bacteria,Chloroflexi,Terrabacteria group,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila,Caldilinea aerophila DSM 14535 = NBRC 104270,Caldilinea aerophila DSM 14535 = NBRC 104270
Planctomycetes_60,Bacteria,Planctomycetes,PVC group,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta,Thermogutta terrifontis,,Thermogutta terrifontis
Planctomycetes_81,Bacteria,Planctomycetes,PVC group,Planctomycetia,Gemmatales,Gemmataceae,Frigoriglobus,Frigoriglobus tundricola,,Frigoriglobus tundricola
Planctomycetes_95,Bacteria,Planctomycetes,PVC group,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis,Phycisphaera mikurensis NBRC 102666,Phycisphaera mikurensis NBRC 102666
Proteobacteria_10043,Bacteria,Proteobacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,,Lysobacter
Proteobacteria_11128,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter salarius,,Marinobacter salarius
Proteobacteria_11155,Bacteria,Proteobacteria,,Gammaproteobacteria,,,,,,Gammaproteobacteria
Proteobacteria_11411,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,Marinagarivorans sp. GE09,,Marinagarivorans sp. GE09
Proteobacteria_3269,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,Enterobacteriaceae
Proteobacteria_454,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,,Plesiomonas shigelloides
Proteobacteria_5599,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,,,,Geobacteraceae
Proteobacteria_6624,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,,,,,Hyphomicrobiales
Proteobacteria_6654,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,Hyphomicrobium nitrativorans NL23,Hyphomicrobium nitrativorans NL23
Proteobacteria_7125,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. SGAir0440,,Brevundimonas sp. SGAir0440
Proteobacteria_7341,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodophyticola,Rhodophyticola sp. CCM32,,Rhodophyticola sp. CCM32
Proteobacteria_7463,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sandaracinobacter,Sandaracinobacter sp. M6,,Sandaracinobacter sp. M6
Proteobacteria_7685,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. AP4-R1,,Sphingomonas sp. AP4-R1
Proteobacteria_8216,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Candidatus Nitrotoga,Candidatus Nitrotoga sp. AM1P,,Candidatus Nitrotoga sp. AM1P
Proteobacteria_8217,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Candidatus Nitrotoga,Candidatus Nitrotoga arctica,,Candidatus Nitrotoga arctica
Proteobacteria_8549,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Azonexaceae,,,,Azonexaceae
Proteobacteria_8843,Bacteria,Proteobacteria,,Betaproteobacteria,,,,,,Betaproteobacteria
Proteobacteria_9630,Bacteria,Proteobacteria,,,,,,,,
Spirochaetes_153,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,,,Treponema
Bacteroidetes_998,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium haoranii,,Flavobacterium haoranii
Cyanobacteria_171,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,,Microcystis aeruginosa
Cyanobacteria_197,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Chroococcales,Chroococcaceae,Chondrocystis,Chondrocystis sp. NIES-4102,,Chondrocystis sp. NIES-4102
Firmicutes_Tenericutes_887,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,,,,,Eubacteriales
Firmicutes_Tenericutes_914,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,,,,,Eubacteriales
Proteobacteria_4656,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella putrefaciens,,Shewanella putrefaciens
Proteobacteria_6852,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,Neorhizobium sp. SOG26,,Neorhizobium sp. SOG26
Proteobacteria_8599,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,,Acidovorax
Proteobacteria_8760,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. SL48,,Hydrogenophaga sp. SL48
Bacteroidetes_332,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma rigui,,Spirosoma rigui
Cyanobacteria_16,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,Cyanobacteria/Melainabacteria group
Cyanobacteria_32,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407,,Geitlerinema sp. PCC 7407
Firmicutes_Tenericutes_2731,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,,Enterococcus faecalis
Firmicutes_Tenericutes_499,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Lachnospiraceae,,,,Lachnospiraceae
Firmicutes_Tenericutes_652,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum 202F,Clostridium botulinum 202F
Proteobacteria_10337,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas luteola,,Pseudomonas luteola
Proteobacteria_8590,Bacteria,Proteobacteria,,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,Hydrogenophilus thermoluteolus,,Hydrogenophilus thermoluteolus
Proteobacteria_8715,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas vacuolata,,Polaromonas vacuolata
Proteobacteria_8735,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC28562,,Variovorax sp. PAMC28562
Proteobacteria_8736,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC 28711,,Variovorax sp. PAMC 28711
Proteobacteria_9629,Bacteria,Proteobacteria,,,,,,,,
Actinobacteria_2057,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Micrococcales,Microbacteriaceae,,,,Microbacteriaceae
Chloroflexi_35,Bacteria,Chloroflexi,Terrabacteria group,,,,,,,Terrabacteria group
Firmicutes_Tenericutes_566,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,,Flintibacter,Flintibacter sp. KGMB00164,,Flintibacter sp. KGMB00164
Proteobacteria_10216,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,Pseudomonas
Proteobacteria_10486,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,,Pseudomonas putida
Proteobacteria_4504,Bacteria,Proteobacteria,,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,Aeromonas
Proteobacteria_4581,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella dokdonensis,,Shewanella dokdonensis
Proteobacteria_5607,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus,Pelobacter propionicus DSM 2379,Pelobacter propionicus DSM 2379
Proteobacteria_7097,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,,,,Devosiaceae
Proteobacteria_7379,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,Rhodobacteraceae
Proteobacteria_7507,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas lacunae,,Sphingomonas lacunae
Proteobacteria_7655,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_8238,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,,,,,Nitrosomonadales
Proteobacteria_8535,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,,Ferribacterium limneticum
Proteobacteria_8559,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum,Aromatoleum aromaticum EbN1,Aromatoleum aromaticum EbN1
Proteobacteria_8573,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus communis,,Azoarcus communis
Proteobacteria_8593,Bacteria,Proteobacteria,,,,,,,,
Proteobacteria_8708,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,,Xylophilus,Xylophilus rhododendri,,Xylophilus rhododendri
Spirochaetes_165,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,,,,,Spirochaetales
Spirochaetes_99,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,Salinispira pacifica,,Salinispira pacifica
Firmicutes_Tenericutes_2020,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,,Enterococcus hirae
Firmicutes_Tenericutes_411,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. 'deep sea',,Clostridium sp. 'deep sea'
Proteobacteria_11432,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Halieaceae,,,,Halieaceae
Proteobacteria_4414,Bacteria,Proteobacteria,,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,,Aeromonas veronii
Proteobacteria_5598,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,Geomonas sp. RF6,,Geomonas sp. RF6
Proteobacteria_5663,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,,Desulfovibrio vulgaris
Proteobacteria_6386,Bacteria,Proteobacteria,,,,,,,,
Proteobacteria_7123,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. DS20,,Brevundimonas sp. DS20
Proteobacteria_7127,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,,Brevundimonas
Proteobacteria_7140,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,,Brevundimonas
Proteobacteria_7628,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,,,Croceicoccus
Proteobacteria_811,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Proteobacteria_8190,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_8533,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira restricta,,Azospira restricta
Bacteroidetes_467,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,,,,,Cytophagales
Proteobacteria_5588,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,Geomonas subterranea,,Geomonas subterranea
Proteobacteria_7145,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis,,Caulobacter segnis
Proteobacteria_8185,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_8229,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus,Methylovorus glucosetrophus SIP3-4,Methylovorus glucosetrophus SIP3-4
Proteobacteria_8538,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,,Ferribacterium limneticum
Proteobacteria_9729,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,,,Coxiella
Proteobacteria_9813,Bacteria,Proteobacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas rhizophila,,Stenotrophomonas rhizophila
Actinobacteria_1457,Bacteria,Actinobacteria,Terrabacteria group,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,,,Nakamurella
Bacteroidetes_366,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,,,,,Cytophagales
Bacteroidetes_473,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga lutea,,Fulvivirga lutea
Bacteroidetes_792,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Muribaculaceae,,,,Muribaculaceae
Fusobacteria_59,Bacteria,Fusobacteria,,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,,Fusobacterium nucleatum
Planctomycetes_98,Bacteria,Planctomycetes,PVC group,Phycisphaerae,,,,,,Phycisphaerae
Proteobacteria_5440,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus,Nitrosococcus halophilus Nc 4,Nitrosococcus halophilus Nc 4
Proteobacteria_6619,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylovirgula,Methylovirgula ligni,,Methylovirgula ligni
Proteobacteria_6851,Bacteria,Proteobacteria,,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,,,,Phyllobacteriaceae
Proteobacteria_7131,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,,Brevundimonas
Proteobacteria_7369,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter sphaeroides,,Cereibacter sphaeroides
Proteobacteria_7437,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum,Roseicitreum antarcticum,,Roseicitreum antarcticum
Proteobacteria_7506,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Sphingopyxis
Proteobacteria_7624,Bacteria,Proteobacteria,,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus naphthovorans,,Croceicoccus naphthovorans
Proteobacteria_8515,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,Chitinimonas arctica,,Chitinimonas arctica
Proteobacteria_8563,Bacteria,Proteobacteria,,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum petrolei,,Aromatoleum petrolei
Chloroflexi_4,Bacteria,Chloroflexi,Terrabacteria group,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Candidatus Promineofilum,Candidatus Promineofilum breve,,Candidatus Promineofilum breve
Proteobacteria_3729,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia alcalifaciens,,Providencia alcalifaciens
Proteobacteria_8225,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,,,Methylotenera
Proteobacteria_9606,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella,Orrella dioscoreae,,Orrella dioscoreae
Proteobacteria_8047,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,Rickettsia prowazekii str. Madrid E,Rickettsia prowazekii str. Madrid E
Proteobacteria_8653,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,,Delftia
Proteobacteria_8767,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas raichei,,Serpentinimonas raichei
Firmicutes_Tenericutes_1911,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria sp. PSOL-1,,Listeria sp. PSOL-1
Firmicutes_Tenericutes_1965,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,,,Listeria
Firmicutes_Tenericutes_2052,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,,Enterococcus faecium
Firmicutes_Tenericutes_2065,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,,Enterococcus faecium
Firmicutes_Tenericutes_2843,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,,,,Lactobacillaceae
Firmicutes_Tenericutes_3545,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,,Carnobacterium maltaromaticum
Proteobacteria_10273,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1844,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_1894,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,,Escherichia fergusonii
Proteobacteria_2290,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2303,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Proteobacteria_2775,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,,Shigella flexneri
Proteobacteria_761,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,Klebsiella pneumoniae
Bacteroidetes_35,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri,,Candidatus Sulcia muelleri
Bacteroidetes_495,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Labilibaculum antarcticum,,Labilibaculum antarcticum
Bacteroidetes_502,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,,,Butyricimonas
Proteobacteria_1098,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,,Klebsiella quasipneumoniae
Proteobacteria_11161,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Venatorbacter,Venatorbacter cucullus,,Venatorbacter cucullus
Proteobacteria_456,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,,Plesiomonas shigelloides
